ID,country_satis,econ_sit,children_betteroff2,satisfied_democracy,financial20yr,diversity20yr,diversity20yr_fu,gender20yr,gender20yr_fu,religion20yr,religion20yr_fu,family20yr,family20yr_fu,fav_US,fav_China,fav_Russia,fav_India,fav_Pak,fav_Japan,partyfav_india_BJP,intthreat_chpower,INTTHREAT_USPOWER,intthreat_ruspower,intthreat_climatechange,intthreat_isis,intthreat_cyber,intthreat_NKorea,intthreat_econcondition,trade,trade_wages,trade_jobs,trade_prices,econ_power,respect_china,respect_us,US_WORLD_ROLE,world_role_China,world_role_russia,world_role_india,world_role_germany,world_role_UK,world_role_france,worldleader_USChina,describecountry_officials,describecountry_court,describecountry_corrupt,describecountry_walk,describecountry_election,describecountry_views,describecountry_sol,confid_trump,confid_xi,confid_putin,confid_merkel,confid_macron,confid_abe,confid_modi,USREL_BETTERWORSE,involved_US,interest_surveycountry,use_internet,own_cell_standalone,smartphone,social_net,cyberattack_infrastructure,cyberattack_elections,cyberattack_natsec,preparedcyberattack,prob_leaving,immig_moreless,planmove,whymove_jobs,whymove_violence,whymove_educ,whymove_family,prob_crime,prob_employ_opp,prob_rich_poor,prob_corrupt_biz,prob_terror,prob_rise_prices,prob_corrupt_officials,prob_air_pollution,prob_communal_relations,prob_schools,prob_healthcare,prob_Kashmir,fiveyears_prob_job,fiveyears_prob_terror,fiveyears_prob_corrupt,fiveyears_prob_richpoor,fiveyears_prob_comrel,fiveyears_prob_air,fiveyears_prob_prices,fiveyears_prob_Kashmir,Kashmir_military,fiveyears_rel_China,fiveyears_rel_Russia,fiveyears_rel_Pak,fiveyears_rel_US,indiaus_ties_mil,indiaus_ties_econ,threat_let,threat_pak,threat_china,sex,age,d_relig_india_A,d_relig2_india_A,evil_spirits,relbehavior_marking,relbehavior_symbols,relbehavior_altar,relbehavior_food,sexselect_abortion,relparticipate_sing,relparticipate_story,relparticipate_prayer,religion_import,d_educ_india,d_income_india,d_hhpeople,d_adult_us,d_ptyid_proximity_india,d_homephone_us,d_hhcell
2143,1,2,1,2,1,1,1,1,1,1,1,2,2,9,9,9,1,9,9,1,8,8,1,3,8,1,8,3,1,1,1,1,2,1,8,1,8,8,1,8,8,8,1,2,2,1,1,1,1,1,8,8,8,8,8,8,2,1,1,1,2,2,NA,2,1,2,2,1,1,2,2,1,3,1,2,1,1,1,1,1,1,1,4,1,1,2,8,2,2,2,2,2,1,2,8,1,2,2,2,2,1,1,8,1,2,2,40,1,13,2,2,2,1,2,2,2,2,2,1,3,8,2,2,6,1,1
2144,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,8,1,8,8,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,8,8,8,2,1,2,1,1,2,1,1,1,2,8,8,8,8,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,8,2,2,5,2,2,2,2,8,1,2,8,2,1,1,1,1,1,1,1,48,1,13,2,2,2,1,1,2,2,2,2,1,5,9,3,3,6,1,NA
2145,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,8,1,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,8,1,8,8,8,2,1,2,1,1,1,1,1,1,2,8,8,8,8,1,1,1,1,2,1,2,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,5,5,2,1,2,2,5,1,1,1,2,1,1,1,1,1,4,1,55,1,13,1,2,2,1,1,2,2,2,2,1,4,9,3,3,6,1,NA
2146,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,8,1,8,8,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,8,8,8,2,1,2,1,1,1,1,2,2,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,8,2,1,2,2,2,2,1,2,1,1,1,8,1,1,1,1,1,4,1,21,1,13,2,2,2,1,1,2,2,2,2,1,4,9,3,3,6,1,NA
2147,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,8,1,8,8,1,1,8,1,1,8,1,1,1,1,1,1,8,2,1,1,1,8,8,1,8,8,8,1,1,4,1,1,1,3,1,8,8,8,8,8,8,1,1,1,1,2,2,NA,2,1,1,1,2,1,2,2,1,3,1,3,1,1,2,1,1,1,1,1,2,1,2,2,2,5,2,2,2,2,2,8,1,1,8,2,1,1,1,1,1,4,2,51,1,13,2,2,2,1,1,2,2,2,2,1,5,9,4,4,6,2,1
2148,2,2,3,3,1,3,2,1,1,1,1,3,2,8,4,8,2,4,8,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,8,3,3,8,2,3,3,3,1,3,2,2,3,3,2,2,2,8,8,8,8,8,2,1,2,2,1,1,1,1,2,2,2,4,1,2,2,2,4,2,3,1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,5,5,3,4,5,1,3,8,3,2,3,4,8,1,2,2,24,1,13,2,2,1,1,1,2,1,1,1,1,4,6,2,2,27,2,NA
2149,2,2,1,3,1,1,1,1,1,2,1,2,1,8,8,8,2,3,9,2,9,9,9,9,9,8,8,8,3,2,2,2,8,8,8,8,8,8,2,8,9,9,8,4,4,3,3,8,4,4,9,8,8,8,8,8,2,8,1,2,2,2,NA,2,9,9,8,8,1,2,2,2,4,4,3,8,2,2,2,1,2,4,2,2,3,2,3,4,8,4,4,5,5,4,5,1,8,8,8,5,8,8,8,8,9,2,38,1,13,2,2,1,1,1,2,2,1,1,1,1,6,5,3,6,2,2
2150,2,3,2,2,2,2,2,1,1,2,2,2,2,1,4,2,1,4,1,4,2,2,1,1,1,1,1,2,3,2,2,2,1,2,2,1,2,2,2,2,8,2,1,4,1,4,2,4,8,2,2,2,9,8,8,1,3,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,4,1,3,1,1,1,1,1,1,1,1,1,1,2,1,3,2,5,3,3,3,4,4,1,2,2,4,2,2,2,1,1,2,1,22,6,13,2,2,2,2,8,2,2,2,2,1,4,6,4,4,9,2,NA
2151,2,3,2,3,2,2,2,1,1,2,2,2,2,2,2,8,2,4,8,4,2,9,3,2,8,9,2,3,3,2,2,2,1,1,1,2,8,3,2,3,8,3,1,4,8,4,4,4,4,4,8,8,8,8,8,8,4,1,2,2,2,1,2,2,8,5,8,4,1,8,2,2,3,2,3,1,1,1,1,1,1,1,1,2,1,1,1,4,4,3,3,2,4,4,5,1,4,8,3,5,2,2,2,2,2,1,24,6,13,2,2,1,2,1,2,1,1,1,2,3,5,3,3,9,2,NA
2152,2,4,2,3,2,2,2,1,1,3,2,2,2,2,8,2,2,8,8,4,2,3,2,2,2,2,2,2,2,2,2,2,3,2,1,8,8,8,2,8,9,8,2,4,3,3,3,3,3,3,1,8,8,8,8,8,4,3,2,2,2,2,NA,2,5,9,5,4,1,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,9,9,3,4,2,1,1,1,3,1,60,6,13,2,2,2,2,2,2,2,2,2,1,3,7,5,5,9,2,2
2153,2,3,2,3,2,2,2,3,2,2,2,2,2,2,8,8,2,8,8,4,8,8,8,8,3,8,9,2,8,8,8,8,8,8,8,8,8,8,2,8,8,8,9,4,3,4,4,4,4,4,4,8,4,8,8,8,4,8,8,4,2,2,NA,2,8,8,5,8,1,2,2,2,4,2,4,1,1,2,1,1,1,1,2,1,1,1,3,4,4,4,4,4,3,4,4,1,5,8,8,5,8,8,8,3,1,1,52,2,13,2,2,2,2,2,2,2,2,2,1,1,6,3,3,9,2,2
2154,2,3,1,3,2,2,2,1,1,2,2,2,2,2,4,8,2,4,2,3,1,3,8,2,8,8,2,2,3,2,2,2,1,2,1,2,8,8,2,8,8,8,1,2,3,3,3,4,4,4,2,4,8,4,8,8,4,8,2,2,2,1,2,2,8,2,5,8,1,2,2,2,2,2,4,1,2,1,1,1,1,1,1,2,1,1,2,4,4,4,4,4,4,4,3,8,8,8,8,5,2,2,2,2,2,2,28,2,13,2,2,2,2,2,2,2,2,2,2,3,5,1,NA,9,2,NA
2155,2,3,8,3,2,3,2,3,2,3,2,3,2,8,4,8,2,8,8,4,8,8,8,1,9,8,9,1,3,2,2,2,5,2,2,8,8,9,1,8,8,2,9,4,3,4,4,4,4,4,8,8,4,8,4,8,4,8,8,8,2,2,NA,2,8,8,8,4,1,8,2,2,4,1,8,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,4,4,4,2,5,2,3,2,2,2,8,2,2,1,35,2,13,2,2,2,2,2,2,2,2,2,2,2,6,5,5,9,2,2
2156,2,4,2,3,2,3,2,1,1,3,2,2,2,8,8,8,2,8,8,4,1,2,1,1,1,2,1,1,4,2,2,2,6,2,2,3,3,3,2,3,2,3,8,4,4,4,3,3,3,4,4,8,8,8,8,8,4,2,3,3,1,1,2,2,3,2,2,8,1,3,2,1,4,1,3,1,1,1,1,3,1,1,1,1,1,1,3,4,5,4,3,4,5,4,5,1,5,5,5,5,3,3,4,4,4,1,42,2,13,2,2,2,2,8,2,2,2,2,1,3,6,2,2,27,2,NA
2157,2,4,2,3,2,2,2,3,2,3,2,2,2,8,8,8,2,8,8,4,8,3,3,3,2,3,8,2,3,2,2,2,8,2,8,2,3,3,3,3,3,3,8,4,3,3,4,3,4,8,4,4,8,4,8,8,4,3,3,3,2,1,2,2,8,8,8,8,1,3,2,2,4,2,4,1,1,1,1,1,1,1,2,2,1,1,2,4,4,4,4,4,4,4,3,2,8,5,8,8,2,2,8,4,4,2,38,2,13,2,2,2,2,2,2,2,2,2,2,3,7,5,2,9,2,NA
2158,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,8,1,8,2,8,1,1,3,1,1,2,1,1,2,1,2,8,3,8,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,1,1,2,1,2,2,1,1,1,1,2,8,5,5,2,5,5,2,2,2,1,1,2,2,1,1,1,1,1,1,1,23,1,13,2,2,2,1,2,2,2,2,2,1,4,9,4,4,6,1,NA
2159,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,8,1,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,8,1,8,8,9,1,1,4,1,1,1,1,1,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,2,1,1,1,1,2,8,5,5,5,2,5,2,2,5,1,2,8,2,2,1,2,1,1,4,1,25,1,13,2,2,2,1,2,2,2,2,2,2,5,9,4,4,6,1,NA
2160,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,8,1,1,4,1,1,1,1,1,2,8,2,3,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,1,2,2,2,1,1,3,2,1,2,1,1,1,1,2,1,2,5,2,5,2,2,2,8,1,1,1,8,1,1,2,1,1,3,2,23,1,13,2,2,2,1,1,2,2,2,2,1,10,9,5,5,6,1,NA
2161,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,8,1,8,1,1,3,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,8,8,8,1,2,4,1,1,1,1,1,1,2,8,8,8,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,1,2,2,1,1,2,1,1,2,2,2,4,5,5,5,5,5,2,2,5,1,1,1,2,1,1,1,1,1,1,1,29,1,13,2,2,1,2,2,2,2,2,2,1,5,9,29,2,6,1,NA
2162,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,8,8,1,3,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,8,8,1,4,4,4,4,4,1,4,1,2,8,8,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,3,1,1,3,1,1,1,1,2,1,1,2,8,1,5,2,2,2,5,2,8,1,1,1,5,1,1,2,1,1,1,1,50,1,13,2,2,2,1,2,2,1,2,2,1,6,8,3,3,6,1,NA
2163,2,4,1,4,3,8,NA,1,1,1,1,2,2,8,8,8,2,1,8,3,8,8,8,8,8,9,8,8,2,3,1,8,1,2,8,1,8,8,1,8,8,8,1,3,4,8,3,4,2,4,8,9,8,9,4,8,2,3,1,8,2,1,2,2,2,2,3,8,4,4,2,1,8,2,3,1,1,1,1,1,1,1,2,2,1,1,8,2,3,4,4,4,3,3,3,3,8,8,4,8,8,8,1,1,8,2,40,1,12,2,2,2,1,1,2,2,2,2,2,4,4,3,3,20,1,NA
2164,2,2,1,4,3,9,NA,3,2,1,1,2,2,4,4,4,2,4,4,3,8,1,9,2,1,9,9,2,2,1,2,2,6,2,2,2,8,8,2,8,8,8,3,2,4,1,3,1,1,1,8,8,8,8,8,8,4,2,1,2,2,1,2,2,8,3,8,3,1,4,2,2,8,3,2,1,1,1,1,1,1,1,1,1,2,1,1,5,5,4,3,8,3,8,3,1,8,8,8,8,2,3,2,3,3,2,40,1,12,2,2,2,1,2,2,2,2,2,1,4,6,3,3,99,2,NA
2165,1,2,1,1,1,8,NA,1,1,8,NA,1,1,8,8,8,1,4,8,8,8,8,8,9,8,8,8,8,8,8,8,8,1,2,1,1,8,8,1,8,8,8,1,2,8,8,2,2,3,8,8,8,8,8,8,8,4,1,1,2,2,2,NA,2,8,8,8,8,1,2,2,4,8,1,1,8,1,3,2,2,1,8,2,2,1,2,4,4,5,3,2,3,2,3,2,2,2,8,2,9,8,8,8,8,8,2,27,1,12,2,2,2,1,1,2,2,2,2,1,4,3,1,NA,27,2,NA
2166,2,2,2,3,1,1,1,1,1,3,1,3,1,8,8,8,2,8,8,3,2,2,2,2,2,2,8,2,1,3,3,1,2,2,1,1,1,8,1,8,8,8,1,2,4,2,4,3,2,4,8,8,8,8,8,8,2,1,8,2,1,1,1,1,3,2,2,3,4,2,2,3,4,1,2,1,1,1,1,1,1,1,1,3,1,1,1,3,2,3,4,2,3,2,3,1,3,8,4,2,2,2,1,1,1,1,24,1,12,2,2,2,1,1,2,2,2,2,2,9,4,2,2,27,2,NA
2167,2,2,1,2,1,1,1,1,1,1,1,1,1,8,8,8,2,8,8,2,8,8,8,8,8,1,8,8,1,2,2,2,1,2,1,1,2,8,8,8,8,8,1,4,3,3,4,4,3,2,8,8,8,8,8,8,2,1,2,2,1,1,1,1,2,3,3,2,2,4,2,3,3,1,8,1,1,1,1,1,1,1,1,2,2,1,1,4,3,4,1,2,3,2,3,1,8,8,8,9,8,3,1,2,2,1,28,6,13,2,2,2,1,2,2,2,2,2,1,9,5,3,3,27,2,NA
2168,8,2,1,8,1,2,1,1,1,3,1,2,1,8,8,8,3,8,8,3,8,8,8,2,8,8,8,8,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,2,2,4,2,2,3,8,8,8,8,8,8,2,8,8,4,2,2,NA,2,8,8,8,8,2,8,2,8,9,8,8,1,1,3,1,1,2,1,2,2,1,1,8,3,2,2,3,3,3,3,4,8,8,8,8,8,8,8,1,2,8,2,22,1,13,2,2,2,1,8,2,2,2,2,2,4,6,5,5,27,2,1
2169,2,3,2,4,2,3,1,2,1,1,1,3,1,8,8,8,2,3,8,4,2,8,8,2,8,8,8,2,2,2,2,2,8,2,2,1,8,8,8,8,8,8,8,3,2,2,8,3,3,2,8,8,8,8,8,8,4,8,2,3,2,1,2,2,2,1,8,8,1,4,2,4,3,2,3,1,1,3,1,1,1,2,1,1,1,2,2,2,3,3,3,4,3,1,3,8,5,8,4,8,3,2,1,1,2,1,48,1,13,2,2,2,1,1,2,2,2,2,1,3,4,5,5,27,2,NA
2170,2,3,1,3,1,8,NA,1,1,3,1,2,1,1,8,2,1,4,3,4,8,8,8,2,8,8,8,2,1,2,2,1,1,8,8,8,2,2,1,8,8,2,1,4,4,4,4,4,1,4,8,8,8,8,9,8,4,1,1,2,2,1,2,2,1,1,4,2,1,4,2,1,2,1,2,1,1,1,1,3,1,1,3,1,1,1,2,2,2,2,1,2,3,3,3,1,8,8,4,1,3,3,1,1,8,2,34,1,13,1,1,8,1,2,2,2,2,2,2,4,6,4,2,13,2,NA
2171,8,8,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,8,8,8,8,8,8,8,8,8,8,8,8,3,8,8,8,4,8,8,8,8,8,8,8,8,2,8,8,8,2,2,NA,2,8,8,8,8,8,8,8,8,8,8,8,1,1,2,1,1,1,1,1,8,1,1,8,4,8,4,8,8,8,4,8,8,8,8,8,8,8,8,8,8,8,2,23,1,13,2,2,1,1,1,2,2,2,2,2,3,4,4,2,27,2,1
2172,1,3,8,2,1,1,1,1,1,1,1,2,1,2,4,2,1,4,1,1,8,3,2,1,1,1,8,1,1,1,1,2,3,1,1,1,1,1,1,2,8,2,1,4,4,4,3,3,1,1,8,8,8,8,8,8,1,1,1,1,1,1,1,1,3,3,2,1,4,3,2,1,8,1,2,2,1,2,2,1,2,2,2,2,2,2,1,4,1,2,2,2,5,2,4,1,2,8,4,1,1,1,1,1,3,1,38,1,13,2,2,2,1,2,2,2,2,2,2,6,7,3,2,6,2,NA
2173,2,3,2,4,2,2,2,2,2,3,2,2,2,8,8,8,1,8,8,9,8,8,8,8,8,8,8,8,2,1,1,1,6,8,8,8,8,8,2,8,8,9,8,3,4,3,4,4,4,4,2,8,8,8,8,8,2,1,8,8,1,1,1,1,2,2,2,8,1,2,2,1,4,1,4,1,1,1,1,1,1,1,1,2,1,1,1,4,4,3,4,4,4,3,5,2,8,8,8,9,8,8,1,1,1,1,25,2,13,2,2,2,2,2,2,2,2,2,1,4,6,6,5,27,2,NA
2174,2,4,1,3,1,3,2,3,2,1,1,3,2,2,3,2,1,4,2,2,2,3,3,2,2,2,3,2,2,1,1,1,1,2,1,2,2,3,2,3,2,3,1,3,2,2,2,2,1,2,3,3,2,2,8,2,2,1,4,2,1,1,1,1,2,4,2,2,2,2,2,1,4,1,3,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,4,4,2,4,1,2,3,4,3,2,2,1,1,2,1,18,1,13,2,2,2,1,1,2,1,1,1,2,4,7,4,4,6,2,NA
2175,2,4,2,3,2,2,2,1,1,3,2,2,2,8,8,8,2,8,8,2,8,3,8,2,8,8,8,2,2,1,1,1,2,2,1,8,8,8,2,8,8,8,1,2,2,3,4,3,3,4,2,8,8,2,2,8,4,1,2,2,1,1,2,2,3,2,2,3,1,3,2,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,1,3,4,4,1,4,8,4,2,2,1,1,1,3,1,20,1,13,2,8,1,1,1,2,1,2,2,1,5,8,4,3,6,2,NA
2176,1,4,1,2,1,2,2,3,2,2,2,2,2,1,4,2,1,4,2,1,2,3,3,1,3,3,3,3,3,2,2,2,1,2,1,1,8,8,2,8,8,8,1,4,2,2,3,2,4,3,1,2,2,8,2,2,1,3,1,2,2,1,2,2,2,3,2,4,1,2,2,1,4,1,4,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,2,1,3,2,4,2,2,2,1,2,2,1,34,1,13,1,2,1,1,1,2,2,2,2,1,4,6,4,2,6,2,NA
2177,1,2,1,1,1,2,2,2,2,2,2,2,2,8,8,8,1,4,8,2,8,8,8,8,8,8,8,8,3,2,1,2,8,2,2,8,8,8,1,8,8,8,8,2,4,3,3,4,3,3,8,8,8,8,4,8,2,8,8,8,2,1,2,2,8,8,8,8,1,2,2,1,4,3,2,1,1,1,1,1,1,1,1,3,1,1,3,4,4,4,4,3,3,3,3,8,8,8,8,8,8,8,8,1,2,1,20,1,13,2,2,2,2,2,2,2,2,2,1,4,6,4,4,20,2,NA
2178,1,4,2,3,1,2,1,1,1,1,1,1,1,1,2,2,3,4,3,2,8,2,8,2,8,8,8,2,1,3,3,3,1,2,1,1,1,3,1,2,8,8,1,4,2,8,1,1,1,8,1,4,8,8,8,8,1,1,1,1,1,1,1,1,2,1,1,2,1,4,2,1,3,1,3,1,1,1,1,1,1,1,1,2,2,1,1,1,2,3,1,1,3,1,2,1,2,1,5,1,1,1,2,1,1,1,21,1,13,2,2,2,1,1,2,2,2,2,2,6,3,5,5,27,2,NA
2179,1,2,1,3,1,2,1,1,1,1,1,1,1,8,8,8,2,4,8,1,1,8,8,1,8,1,8,8,1,1,1,1,1,1,1,1,8,8,1,8,8,8,8,4,8,2,2,3,3,3,8,8,8,8,8,8,1,1,1,8,2,1,2,2,8,8,8,8,8,8,2,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,3,3,5,4,4,1,8,8,8,8,8,8,2,1,8,1,65,1,13,2,2,2,1,1,2,2,2,2,1,3,4,5,4,27,2,NA
2180,2,1,1,2,1,1,1,1,1,1,1,1,1,8,8,8,2,8,8,4,2,8,8,1,8,2,3,2,1,2,2,1,1,2,2,1,8,8,8,8,8,8,1,3,8,8,8,3,8,2,8,8,8,8,8,8,2,2,2,8,2,1,2,2,3,5,4,2,3,4,2,8,8,8,8,2,1,1,1,1,3,1,2,2,2,1,1,1,8,3,8,1,2,4,1,1,8,8,8,8,8,8,1,3,4,1,30,1,13,2,2,2,1,1,2,2,8,2,1,4,4,5,4,9,2,NA
2181,1,1,1,2,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,2,1,2,1,2,1,2,2,1,1,1,1,2,8,2,2,3,8,8,1,2,8,8,1,2,1,4,2,2,2,3,8,8,8,8,8,8,1,1,1,2,2,1,2,2,8,8,8,4,2,1,2,8,8,8,8,1,1,3,1,4,1,1,1,1,2,1,1,3,3,4,3,3,3,3,3,2,8,8,8,8,4,2,1,4,1,1,50,1,13,1,2,2,1,2,2,2,2,2,1,3,4,4,2,9,2,NA
2182,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,1,8,8,2,8,2,8,2,8,8,8,8,1,1,1,1,1,1,2,1,8,8,2,8,8,8,1,1,1,1,1,3,1,1,8,8,8,8,8,8,1,1,2,8,2,1,2,2,8,8,8,8,4,8,2,8,8,8,8,2,1,2,8,1,1,1,8,2,3,2,2,4,4,3,4,4,4,4,4,1,8,8,5,8,8,8,1,1,1,1,21,1,13,2,2,2,1,1,2,2,2,2,1,4,3,6,4,27,2,NA
2183,1,8,1,8,8,1,1,2,2,2,1,1,1,8,8,8,2,4,8,8,8,8,8,3,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,4,4,4,3,4,4,8,8,8,8,8,8,4,8,8,8,2,2,NA,2,8,8,8,8,8,8,2,8,8,8,8,1,1,1,8,8,8,8,3,3,2,1,4,4,8,8,4,8,8,2,4,8,8,8,8,8,8,8,8,2,8,1,35,1,13,2,1,2,1,1,2,2,2,2,2,3,3,3,2,27,2,1
2184,1,8,8,8,8,1,1,8,NA,1,1,8,NA,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,8,8,8,8,2,3,3,2,3,2,2,8,8,8,8,8,8,3,8,8,8,2,2,NA,2,8,8,8,8,8,8,2,8,8,8,8,1,1,1,1,1,1,2,1,1,1,1,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,8,8,2,25,1,13,2,2,2,1,1,2,2,2,2,1,3,3,3,2,27,2,1
2185,1,8,1,2,8,1,1,1,1,1,1,1,1,8,8,8,1,4,8,2,8,8,8,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,8,8,8,8,3,4,4,3,4,1,1,8,8,8,8,8,8,2,8,8,8,2,2,NA,2,8,8,8,8,8,8,2,8,8,2,8,1,1,2,1,2,1,1,1,8,2,3,8,2,5,5,8,8,3,8,8,8,8,8,8,8,8,8,8,2,8,2,25,1,13,2,2,2,1,2,8,2,1,2,1,3,4,7,4,27,2,1
2186,1,1,1,2,2,1,1,1,1,2,1,1,1,1,8,8,2,8,8,2,8,8,8,1,8,8,8,2,1,3,3,1,1,8,1,1,8,8,1,8,8,8,1,4,4,4,4,4,1,1,8,8,8,8,8,8,3,1,1,2,1,1,1,1,8,2,3,8,3,2,2,2,8,3,8,2,2,1,1,1,2,1,1,4,1,1,4,4,3,3,4,4,4,4,4,1,8,8,2,2,8,8,2,2,3,1,19,1,13,2,2,2,1,1,2,2,2,2,1,4,5,4,3,27,2,NA
2187,1,1,1,1,2,1,1,1,1,1,1,1,1,1,8,8,1,4,8,1,8,8,8,2,8,8,8,2,8,3,3,3,8,8,8,1,8,8,2,8,8,8,1,8,8,8,8,4,8,8,8,8,8,8,8,8,2,8,8,8,2,2,NA,2,8,8,8,8,8,8,8,2,2,1,8,1,1,1,2,1,3,1,2,2,1,1,3,4,8,2,3,2,3,5,8,2,8,8,2,5,8,8,3,4,4,2,19,1,13,2,2,2,1,2,2,2,2,2,1,4,5,3,3,27,2,1
2188,1,2,8,4,3,3,1,8,NA,3,1,3,1,8,8,8,3,4,8,4,8,8,8,1,1,2,8,8,3,2,3,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,2,8,8,8,8,8,8,4,8,8,8,2,2,NA,2,8,8,8,8,8,8,2,8,8,2,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,4,4,8,8,8,3,8,8,8,1,2,8,2,45,2,13,2,1,1,1,2,2,2,2,2,1,3,5,3,3,9,2,1
2189,1,2,1,1,1,1,1,1,1,1,1,1,1,2,4,2,1,4,2,1,1,1,3,2,8,1,8,2,2,1,1,1,8,2,1,1,9,1,1,2,9,8,3,1,4,4,4,1,1,1,1,4,1,4,8,8,1,1,1,1,1,1,1,1,2,2,2,2,1,4,1,3,2,1,4,2,2,1,2,1,1,1,1,2,1,1,3,1,4,1,1,4,3,3,1,1,2,3,4,2,2,8,1,1,1,1,37,1,13,2,2,2,1,1,2,2,2,2,1,9,6,2,2,6,1,NA
2190,2,2,2,4,1,2,2,1,1,2,2,2,2,2,4,8,1,4,4,1,2,1,1,2,1,1,3,1,1,1,1,1,1,8,1,1,2,8,1,2,2,2,1,4,4,4,1,1,1,4,4,8,8,8,8,8,2,1,2,2,1,1,1,1,2,1,2,2,1,4,2,1,3,1,3,1,1,1,1,1,1,2,2,1,1,1,1,4,4,4,4,4,4,4,4,1,8,8,4,1,8,8,1,1,1,1,35,1,13,2,2,2,1,1,2,2,2,2,1,9,6,4,4,6,2,NA
2191,1,2,1,1,1,1,1,2,2,1,1,1,1,3,8,8,1,4,8,1,1,3,3,2,1,1,3,1,1,1,1,2,1,2,1,1,8,2,1,8,8,8,3,1,1,1,4,1,1,1,8,8,8,8,8,8,1,8,1,4,1,1,1,1,2,3,3,2,1,4,2,2,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,2,2,5,2,1,8,4,4,2,8,1,1,1,3,2,34,1,13,2,2,2,1,1,2,2,2,2,1,10,8,3,2,6,2,NA
2192,1,2,2,3,2,2,2,1,1,1,1,2,2,4,8,8,2,8,8,2,8,2,3,2,8,8,2,8,1,2,2,3,1,8,8,2,8,8,1,8,8,8,8,2,2,3,3,3,2,4,8,8,8,8,8,8,2,8,8,2,1,1,1,1,3,4,3,2,1,3,2,8,4,8,8,1,2,2,2,2,1,1,1,2,1,2,1,4,5,4,3,3,3,4,4,1,8,8,8,8,8,8,8,8,8,1,30,2,13,2,2,1,1,2,2,1,2,1,1,3,6,3,3,27,2,NA
